image_path,raan,dec
/content/star-images/stars-2141.png,100,-35
/content/star-images/stars-1079.png,100,-30
/content/star-images/stars-1530.png,100,-25
/content/star-images/stars-635.png,100,-20
/content/star-images/stars-2035.png,100,-15
/content/star-images/stars-1565.png,100,-10
/content/star-images/stars-893.png,100,-5
/content/star-images/stars-776.png,100,0
/content/star-images/stars-1143.png,100,5
/content/star-images/stars-410.png,100,10
/content/star-images/stars-162.png,100,15
/content/star-images/stars-1183.png,100,20
/content/star-images/stars-1065.png,100,25
/content/star-images/stars-2317.png,100,30
/content/star-images/stars-1353.png,100,35
/content/star-images/stars-1864.png,100,40
/content/star-images/stars-1087.png,100,45
/content/star-images/stars-220.png,100,50
/content/star-images/stars-742.png,100,55
/content/star-images/stars-772.png,100,60
/content/star-images/stars-151.png,100,65
/content/star-images/stars-2243.png,100,70
/content/star-images/stars-2089.png,100,75
/content/star-images/stars-717.png,100,80
/content/star-images/stars-126.png,100,85
/content/star-images/stars-976.png,105,-90
/content/star-images/stars-808.png,105,-85
/content/star-images/stars-1853.png,105,-80
/content/star-images/stars-1464.png,105,-75
/content/star-images/stars-766.png,105,-70
/content/star-images/stars-063.png,105,-65
/content/star-images/stars-1024.png,105,-60
/content/star-images/stars-287.png,105,-55
/content/star-images/stars-1660.png,105,-50
/content/star-images/stars-1107.png,105,-45
/content/star-images/stars-1478.png,105,-40
/content/star-images/stars-2435.png,105,-35
/content/star-images/stars-1518.png,105,-30
/content/star-images/stars-600.png,105,-25
/content/star-images/stars-1376.png,105,-20
/content/star-images/stars-183.png,105,-15
/content/star-images/stars-2376.png,105,-10
/content/star-images/stars-583.png,105,-5
/content/star-images/stars-319.png,105,0
/content/star-images/stars-1029.png,105,5
/content/star-images/stars-129.png,105,10
/content/star-images/stars-2339.png,105,15
/content/star-images/stars-1306.png,105,20
/content/star-images/stars-1973.png,105,25
/content/star-images/stars-578.png,105,30
/content/star-images/stars-1256.png,105,35
/content/star-images/stars-1590.png,105,40
/content/star-images/stars-2059.png,105,45
/content/star-images/stars-1529.png,105,50
/content/star-images/stars-1727.png,105,55
/content/star-images/stars-689.png,105,60
/content/star-images/stars-079.png,105,65
/content/star-images/stars-2220.png,105,70
/content/star-images/stars-2083.png,105,75
/content/star-images/stars-1756.png,105,80
/content/star-images/stars-2397.png,105,85
/content/star-images/stars-1268.png,110,-90
/content/star-images/stars-2042.png,110,-85
/content/star-images/stars-1869.png,110,-80
/content/star-images/stars-265.png,110,-75
/content/star-images/stars-887.png,110,-70
/content/star-images/stars-1834.png,110,-65
/content/star-images/stars-1280.png,110,-60
/content/star-images/stars-1917.png,110,-55
/content/star-images/stars-685.png,110,-50
/content/star-images/stars-2171.png,110,-45
/content/star-images/stars-764.png,110,-40
/content/star-images/stars-839.png,110,-35
/content/star-images/stars-968.png,110,-30
/content/star-images/stars-2565.png,110,-25
/content/star-images/stars-1165.png,110,-20
/content/star-images/stars-339.png,110,-15
/content/star-images/stars-1795.png,110,-10
/content/star-images/stars-1304.png,110,-5
/content/star-images/stars-646.png,110,0
/content/star-images/stars-703.png,110,5
/content/star-images/stars-1527.png,110,10
/content/star-images/stars-383.png,110,15
/content/star-images/stars-1915.png,110,20
/content/star-images/stars-1978.png,110,25
/content/star-images/stars-914.png,110,30
/content/star-images/stars-2250.png,110,35
/content/star-images/stars-1544.png,110,40
/content/star-images/stars-2239.png,110,45
/content/star-images/stars-1400.png,110,50
/content/star-images/stars-623.png,110,55
/content/star-images/stars-761.png,110,60
/content/star-images/stars-1031.png,110,65
/content/star-images/stars-499.png,110,70
/content/star-images/stars-1977.png,110,75
/content/star-images/stars-672.png,110,80
/content/star-images/stars-882.png,110,85
/content/star-images/stars-1419.png,115,-90
/content/star-images/stars-1632.png,115,-85
/content/star-images/stars-2216.png,115,-80
/content/star-images/stars-1151.png,115,-75
/content/star-images/stars-557.png,115,-70
/content/star-images/stars-2123.png,115,-65
/content/star-images/stars-338.png,115,-60
/content/star-images/stars-2501.png,115,-55
/content/star-images/stars-2354.png,115,-50
/content/star-images/stars-179.png,115,-45
/content/star-images/stars-598.png,115,-40
/content/star-images/stars-1850.png,115,-35
/content/star-images/stars-2464.png,115,-30
/content/star-images/stars-1753.png,115,-25
/content/star-images/stars-759.png,115,-20
/content/star-images/stars-1592.png,115,-15
/content/star-images/stars-211.png,115,-10
/content/star-images/stars-730.png,115,-5
/content/star-images/stars-2132.png,115,0
/content/star-images/stars-816.png,115,5
/content/star-images/stars-2500.png,115,10
/content/star-images/stars-786.png,115,15
/content/star-images/stars-2557.png,115,20
/content/star-images/stars-2196.png,115,25
/content/star-images/stars-560.png,115,30
/content/star-images/stars-1125.png,115,35
/content/star-images/stars-1515.png,115,40
/content/star-images/stars-173.png,115,45
/content/star-images/stars-2118.png,115,50
/content/star-images/stars-2128.png,115,55
/content/star-images/stars-2517.png,115,60
/content/star-images/stars-2067.png,115,65
/content/star-images/stars-305.png,115,70
/content/star-images/stars-946.png,115,75
/content/star-images/stars-1105.png,115,80
/content/star-images/stars-2296.png,115,85
/content/star-images/stars-310.png,120,-90
/content/star-images/stars-2278.png,120,-85
/content/star-images/stars-1972.png,120,-80
/content/star-images/stars-2306.png,120,-75
/content/star-images/stars-1358.png,120,-70
/content/star-images/stars-571.png,120,-65
/content/star-images/stars-2314.png,120,-60
/content/star-images/stars-2045.png,120,-55
/content/star-images/stars-2085.png,120,-50
/content/star-images/stars-034.png,120,-45
/content/star-images/stars-956.png,120,-40
/content/star-images/stars-760.png,120,-35
/content/star-images/stars-1969.png,120,-30
/content/star-images/stars-2534.png,120,-25
/content/star-images/stars-2224.png,120,-20
/content/star-images/stars-2274.png,120,-15
/content/star-images/stars-070.png,120,-10
/content/star-images/stars-165.png,120,-5
/content/star-images/stars-2140.png,120,0
/content/star-images/stars-2402.png,120,5
/content/star-images/stars-617.png,120,10
/content/star-images/stars-2308.png,120,15
/content/star-images/stars-727.png,120,20
/content/star-images/stars-080.png,120,25
/content/star-images/stars-1198.png,120,30
/content/star-images/stars-231.png,120,35
/content/star-images/stars-120.png,120,40
/content/star-images/stars-2228.png,120,45
/content/star-images/stars-2588.png,120,50
/content/star-images/stars-2251.png,120,55
/content/star-images/stars-1634.png,120,60
/content/star-images/stars-1096.png,120,65
/content/star-images/stars-1836.png,120,70
/content/star-images/stars-741.png,120,75
/content/star-images/stars-1866.png,120,80
/content/star-images/stars-519.png,120,85
/content/star-images/stars-414.png,125,-90
/content/star-images/stars-2135.png,125,-85
/content/star-images/stars-2546.png,125,-80
/content/star-images/stars-1225.png,125,-75
/content/star-images/stars-1202.png,125,-70
/content/star-images/stars-1808.png,125,-65
/content/star-images/stars-044.png,125,-60
/content/star-images/stars-1542.png,125,-55
/content/star-images/stars-2453.png,125,-50
/content/star-images/stars-1833.png,125,-45
/content/star-images/stars-1418.png,125,-40
/content/star-images/stars-1967.png,125,-35
/content/star-images/stars-1230.png,125,-30
/content/star-images/stars-375.png,125,-25
/content/star-images/stars-535.png,125,-20
/content/star-images/stars-023.png,125,-15
/content/star-images/stars-1483.png,125,-10
/content/star-images/stars-2119.png,125,-5
/content/star-images/stars-1388.png,125,0
/content/star-images/stars-1003.png,125,5
/content/star-images/stars-2198.png,125,10
/content/star-images/stars-875.png,125,15
/content/star-images/stars-1901.png,125,20
/content/star-images/stars-2291.png,125,25
/content/star-images/stars-1460.png,125,30
/content/star-images/stars-770.png,125,35
/content/star-images/stars-1217.png,125,40
/content/star-images/stars-2370.png,125,45
/content/star-images/stars-870.png,125,50
/content/star-images/stars-1137.png,125,55
/content/star-images/stars-1824.png,125,60
/content/star-images/stars-390.png,125,65
/content/star-images/stars-089.png,125,70
/content/star-images/stars-2222.png,125,75
/content/star-images/stars-1259.png,125,80
/content/star-images/stars-1629.png,125,85
/content/star-images/stars-2325.png,130,-90
/content/star-images/stars-2184.png,130,-85
/content/star-images/stars-1264.png,130,-80
/content/star-images/stars-1624.png,130,-75
/content/star-images/stars-1265.png,130,-70
/content/star-images/stars-1113.png,130,-65
/content/star-images/stars-1494.png,130,-60
/content/star-images/stars-2535.png,130,-55
/content/star-images/stars-2452.png,130,-50
/content/star-images/stars-2450.png,130,-45
/content/star-images/stars-1957.png,130,-40
/content/star-images/stars-2459.png,130,-35
/content/star-images/stars-1114.png,130,-30
/content/star-images/stars-1302.png,130,-25
/content/star-images/stars-2167.png,130,-20
/content/star-images/stars-088.png,130,-15
/content/star-images/stars-2077.png,130,-10
/content/star-images/stars-2000.png,130,-5
/content/star-images/stars-286.png,130,0
/content/star-images/stars-387.png,130,5
/content/star-images/stars-2538.png,130,10
/content/star-images/stars-1911.png,130,15
/content/star-images/stars-1069.png,130,20
/content/star-images/stars-2304.png,130,25
/content/star-images/stars-460.png,130,30
/content/star-images/stars-1997.png,130,35
/content/star-images/stars-1325.png,130,40
/content/star-images/stars-620.png,130,45
/content/star-images/stars-1370.png,130,50
/content/star-images/stars-2195.png,130,55
/content/star-images/stars-2254.png,130,60
/content/star-images/stars-1831.png,130,65
/content/star-images/stars-246.png,130,70
/content/star-images/stars-651.png,130,75
/content/star-images/stars-1287.png,130,80
/content/star-images/stars-1204.png,130,85
/content/star-images/stars-792.png,135,-90
/content/star-images/stars-1150.png,135,-85
/content/star-images/stars-240.png,135,-80
/content/star-images/stars-2333.png,135,-75
/content/star-images/stars-949.png,135,-70
/content/star-images/stars-238.png,135,-65
/content/star-images/stars-1115.png,135,-60
/content/star-images/stars-609.png,135,-55
/content/star-images/stars-1550.png,135,-50
/content/star-images/stars-690.png,135,-45
/content/star-images/stars-991.png,135,-40
/content/star-images/stars-979.png,135,-35
/content/star-images/stars-2337.png,135,-30
/content/star-images/stars-1041.png,135,-25
/content/star-images/stars-1956.png,135,-20
/content/star-images/stars-948.png,135,-15
/content/star-images/stars-1710.png,135,-10
/content/star-images/stars-2472.png,135,-5
/content/star-images/stars-942.png,135,0
/content/star-images/stars-401.png,135,5
/content/star-images/stars-2063.png,135,10
/content/star-images/stars-919.png,135,15
/content/star-images/stars-2428.png,135,20
/content/star-images/stars-358.png,135,25
/content/star-images/stars-1145.png,135,30
/content/star-images/stars-2367.png,135,35
/content/star-images/stars-1631.png,135,40
/content/star-images/stars-2320.png,135,45
/content/star-images/stars-998.png,135,50
/content/star-images/stars-1750.png,135,55
/content/star-images/stars-1919.png,135,60
/content/star-images/stars-1947.png,135,65
/content/star-images/stars-1898.png,135,70
/content/star-images/stars-1761.png,135,75
/content/star-images/stars-2575.png,135,80
/content/star-images/stars-1705.png,135,85
/content/star-images/stars-2001.png,140,-90
/content/star-images/stars-2539.png,140,-85
/content/star-images/stars-2029.png,140,-80
/content/star-images/stars-1298.png,140,-75
/content/star-images/stars-2102.png,140,-70
/content/star-images/stars-809.png,140,-65
/content/star-images/stars-2016.png,140,-60
/content/star-images/stars-750.png,140,-55
/content/star-images/stars-1841.png,140,-50
/content/star-images/stars-1282.png,140,-45
/content/star-images/stars-1514.png,140,-40
/content/star-images/stars-1826.png,140,-35
/content/star-images/stars-1961.png,140,-30
/content/star-images/stars-343.png,140,-25
/content/star-images/stars-2200.png,140,-20
/content/star-images/stars-363.png,140,-15
/content/star-images/stars-521.png,140,-10
/content/star-images/stars-551.png,140,-5
/content/star-images/stars-1038.png,140,0
/content/star-images/stars-181.png,140,5
/content/star-images/stars-135.png,140,10
/content/star-images/stars-2082.png,140,15
/content/star-images/stars-2269.png,140,20
/content/star-images/stars-2387.png,140,25
/content/star-images/stars-1099.png,140,30
/content/star-images/stars-1162.png,140,35
/content/star-images/stars-2289.png,140,40
/content/star-images/stars-951.png,140,45
/content/star-images/stars-014.png,140,50
/content/star-images/stars-1455.png,140,55
/content/star-images/stars-259.png,140,60
/content/star-images/stars-152.png,140,65
/content/star-images/stars-2286.png,140,70
/content/star-images/stars-879.png,140,75
/content/star-images/stars-701.png,140,80
/content/star-images/stars-1936.png,140,85
/content/star-images/stars-085.png,145,-90
/content/star-images/stars-1536.png,145,-85
/content/star-images/stars-585.png,145,-80
/content/star-images/stars-140.png,145,-75
/content/star-images/stars-1063.png,145,-70
/content/star-images/stars-1102.png,145,-65
/content/star-images/stars-777.png,145,-60
/content/star-images/stars-1879.png,145,-55
/content/star-images/stars-2578.png,145,-50
/content/star-images/stars-1509.png,145,-45
/content/star-images/stars-2439.png,145,-40
/content/star-images/stars-2563.png,145,-35
/content/star-images/stars-1386.png,145,-30
/content/star-images/stars-1654.png,145,-25
/content/star-images/stars-1339.png,145,-20
/content/star-images/stars-277.png,145,-15
/content/star-images/stars-738.png,145,-10
/content/star-images/stars-2305.png,145,-5
/content/star-images/stars-1247.png,145,0
/content/star-images/stars-574.png,145,5
/content/star-images/stars-1033.png,145,10
/content/star-images/stars-045.png,145,15
/content/star-images/stars-1913.png,145,20
/content/star-images/stars-514.png,145,25
/content/star-images/stars-1090.png,145,30
/content/star-images/stars-2388.png,145,35
/content/star-images/stars-043.png,145,40
/content/star-images/stars-342.png,145,45
/content/star-images/stars-637.png,145,50
/content/star-images/stars-1782.png,145,55
/content/star-images/stars-526.png,145,60
/content/star-images/stars-1643.png,145,65
/content/star-images/stars-1772.png,145,70
/content/star-images/stars-2263.png,145,75
/content/star-images/stars-1767.png,145,80
/content/star-images/stars-537.png,145,85
/content/star-images/stars-2330.png,150,-90
/content/star-images/stars-1126.png,150,-85
/content/star-images/stars-1657.png,150,-80
/content/star-images/stars-1793.png,150,-75
/content/star-images/stars-2043.png,150,-70
/content/star-images/stars-182.png,150,-65
/content/star-images/stars-1396.png,150,-60
/content/star-images/stars-1786.png,150,-55
/content/star-images/stars-1053.png,150,-50
/content/star-images/stars-334.png,150,-45
/content/star-images/stars-2287.png,150,-40
/content/star-images/stars-266.png,150,-35
/content/star-images/stars-100.png,150,-30
/content/star-images/stars-1263.png,150,-25
/content/star-images/stars-1635.png,150,-20
/content/star-images/stars-1923.png,150,-15
/content/star-images/stars-1301.png,150,-10
/content/star-images/stars-121.png,150,-5
/content/star-images/stars-380.png,150,0
/content/star-images/stars-195.png,150,5
/content/star-images/stars-402.png,150,10
/content/star-images/stars-223.png,150,15
/content/star-images/stars-1499.png,150,20
/content/star-images/stars-1356.png,150,25
/content/star-images/stars-1461.png,150,30
/content/star-images/stars-024.png,150,35
/content/star-images/stars-1547.png,150,40
/content/star-images/stars-1480.png,150,45
/content/star-images/stars-618.png,150,50
/content/star-images/stars-602.png,150,55
/content/star-images/stars-1780.png,150,60
/content/star-images/stars-711.png,150,65
/content/star-images/stars-136.png,150,70
/content/star-images/stars-1416.png,150,75
/content/star-images/stars-1682.png,150,80
/content/star-images/stars-139.png,150,85
/content/star-images/stars-812.png,155,-90
/content/star-images/stars-889.png,155,-85
/content/star-images/stars-1344.png,155,-80
/content/star-images/stars-2182.png,155,-75
/content/star-images/stars-680.png,155,-70
/content/star-images/stars-2267.png,155,-65
/content/star-images/stars-2451.png,155,-60
/content/star-images/stars-978.png,155,-55
/content/star-images/stars-2487.png,155,-50
/content/star-images/stars-1721.png,155,-45
/content/star-images/stars-2166.png,155,-40
/content/star-images/stars-575.png,155,-35
/content/star-images/stars-397.png,155,-30
/content/star-images/stars-1405.png,155,-25
/content/star-images/stars-2366.png,155,-20
/content/star-images/stars-428.png,155,-15
/content/star-images/stars-547.png,155,-10
/content/star-images/stars-2145.png,155,-5
/content/star-images/stars-164.png,155,0
/content/star-images/stars-1602.png,155,5
/content/star-images/stars-862.png,155,10
/content/star-images/stars-1091.png,155,15
/content/star-images/stars-1900.png,155,20
/content/star-images/stars-1260.png,155,25
/content/star-images/stars-1166.png,155,30
/content/star-images/stars-790.png,155,35
/content/star-images/stars-1706.png,155,40
/content/star-images/stars-2359.png,155,45
/content/star-images/stars-731.png,155,50
/content/star-images/stars-1932.png,155,55
/content/star-images/stars-994.png,155,60
/content/star-images/stars-824.png,155,65
/content/star-images/stars-321.png,155,70
/content/star-images/stars-1757.png,155,75
/content/star-images/stars-2300.png,155,80
/content/star-images/stars-1537.png,155,85
/content/star-images/stars-418.png,160,-90
/content/star-images/stars-2078.png,160,-85
/content/star-images/stars-1638.png,160,-80
/content/star-images/stars-630.png,160,-75
/content/star-images/stars-861.png,160,-70
/content/star-images/stars-2174.png,160,-65
/content/star-images/stars-1042.png,160,-60
/content/star-images/stars-172.png,160,-55
/content/star-images/stars-2496.png,160,-50
/content/star-images/stars-2467.png,160,-45
/content/star-images/stars-2425.png,160,-40
/content/star-images/stars-828.png,160,-35
/content/star-images/stars-1840.png,160,-30
/content/star-images/stars-728.png,160,-25
/content/star-images/stars-1226.png,160,-20
/content/star-images/stars-1020.png,160,-15
/content/star-images/stars-768.png,160,-10
/content/star-images/stars-1314.png,160,-5
/content/star-images/stars-865.png,160,0
/content/star-images/stars-1310.png,160,5
/content/star-images/stars-890.png,160,10
/content/star-images/stars-920.png,160,15
/content/star-images/stars-1108.png,160,20
/content/star-images/stars-2481.png,160,25
/content/star-images/stars-2249.png,160,30
/content/star-images/stars-664.png,160,35
/content/star-images/stars-213.png,160,40
/content/star-images/stars-2058.png,160,45
/content/star-images/stars-1502.png,160,50
/content/star-images/stars-230.png,160,55
/content/star-images/stars-1885.png,160,60
/content/star-images/stars-1465.png,160,65
/content/star-images/stars-076.png,160,70
/content/star-images/stars-1156.png,160,75
/content/star-images/stars-2301.png,160,80
/content/star-images/stars-1888.png,160,85
/content/star-images/stars-2134.png,165,-90
/content/star-images/stars-1496.png,165,-85
/content/star-images/stars-438.png,165,-80
/content/star-images/stars-1203.png,165,-75
/content/star-images/stars-423.png,165,-70
/content/star-images/stars-582.png,165,-65
/content/star-images/stars-2131.png,165,-60
/content/star-images/stars-1011.png,165,-55
/content/star-images/stars-028.png,165,-50
/content/star-images/stars-2577.png,165,-45
/content/star-images/stars-1745.png,165,-40
/content/star-images/stars-1644.png,165,-35
/content/star-images/stars-1300.png,165,-30
/content/star-images/stars-1451.png,165,-25
/content/star-images/stars-1401.png,165,-20
/content/star-images/stars-1747.png,165,-15
/content/star-images/stars-1332.png,165,-10
/content/star-images/stars-751.png,165,-5
/content/star-images/stars-1512.png,165,0
/content/star-images/stars-1546.png,165,5
/content/star-images/stars-1438.png,165,10
/content/star-images/stars-1389.png,165,15
/content/star-images/stars-1582.png,165,20
/content/star-images/stars-1543.png,165,25
/content/star-images/stars-2053.png,165,30
/content/star-images/stars-2446.png,165,35
/content/star-images/stars-316.png,165,40
/content/star-images/stars-1433.png,165,45
/content/star-images/stars-451.png,165,50
/content/star-images/stars-1066.png,165,55
/content/star-images/stars-525.png,165,60
/content/star-images/stars-652.png,165,65
/content/star-images/stars-144.png,165,70
/content/star-images/stars-2468.png,165,75
/content/star-images/stars-586.png,165,80
/content/star-images/stars-1818.png,165,85
/content/star-images/stars-2246.png,170,-90
/content/star-images/stars-1059.png,170,-85
/content/star-images/stars-864.png,170,-80
/content/star-images/stars-691.png,170,-75
/content/star-images/stars-1669.png,170,-70
/content/star-images/stars-2512.png,170,-65
/content/star-images/stars-2323.png,170,-60
/content/star-images/stars-2362.png,170,-55
/content/star-images/stars-403.png,170,-50
/content/star-images/stars-159.png,170,-45
/content/star-images/stars-1813.png,170,-40
/content/star-images/stars-1663.png,170,-35
/content/star-images/stars-1845.png,170,-30
/content/star-images/stars-1975.png,170,-25
/content/star-images/stars-918.png,170,-20
/content/star-images/stars-595.png,170,-15
/content/star-images/stars-379.png,170,-10
/content/star-images/stars-2456.png,170,-5
/content/star-images/stars-2503.png,170,0
/content/star-images/stars-306.png,170,5
/content/star-images/stars-333.png,170,10
/content/star-images/stars-1258.png,170,15
/content/star-images/stars-1082.png,170,20
/content/star-images/stars-116.png,170,25
/content/star-images/stars-1479.png,170,30
/content/star-images/stars-1890.png,170,35
/content/star-images/stars-091.png,170,40
/content/star-images/stars-2277.png,170,45
/content/star-images/stars-1098.png,170,50
/content/star-images/stars-913.png,170,55
/content/star-images/stars-944.png,170,60
/content/star-images/stars-1939.png,170,65
/content/star-images/stars-249.png,170,70
/content/star-images/stars-1636.png,170,75
/content/star-images/stars-1391.png,170,80
/content/star-images/stars-1195.png,170,85
/content/star-images/stars-2162.png,175,-90
/content/star-images/stars-2341.png,175,-85
/content/star-images/stars-1687.png,175,-80
/content/star-images/stars-399.png,175,-75
/content/star-images/stars-1141.png,175,-70
/content/star-images/stars-1690.png,175,-65
/content/star-images/stars-193.png,175,-60
/content/star-images/stars-1016.png,175,-55
/content/star-images/stars-1071.png,175,-50
/content/star-images/stars-2180.png,175,-45
/content/star-images/stars-1445.png,175,-40
/content/star-images/stars-668.png,175,-35
/content/star-images/stars-1317.png,175,-30
/content/star-images/stars-2310.png,175,-25
/content/star-images/stars-654.png,175,-20
/content/star-images/stars-1647.png,175,-15
/content/star-images/stars-1366.png,175,-10
/content/star-images/stars-1176.png,175,-5
/content/star-images/stars-2066.png,175,0
/content/star-images/stars-1617.png,175,5
/content/star-images/stars-1944.png,175,10
/content/star-images/stars-210.png,175,15
/content/star-images/stars-148.png,175,20
/content/star-images/stars-278.png,175,25
/content/star-images/stars-996.png,175,30
/content/star-images/stars-1092.png,175,35
/content/star-images/stars-841.png,175,40
/content/star-images/stars-073.png,175,45
/content/star-images/stars-2550.png,175,50
/content/star-images/stars-2555.png,175,55
/content/star-images/stars-2365.png,175,60
/content/star-images/stars-1699.png,175,65
/content/star-images/stars-2335.png,175,70
/content/star-images/stars-391.png,175,75
/content/star-images/stars-2418.png,175,80
/content/star-images/stars-989.png,175,85
/content/star-images/stars-2292.png,180,-90
/content/star-images/stars-1244.png,180,-85
/content/star-images/stars-531.png,180,-80
/content/star-images/stars-1645.png,180,-75
/content/star-images/stars-1179.png,180,-70
/content/star-images/stars-495.png,180,-65
/content/star-images/stars-616.png,180,-60
/content/star-images/stars-1573.png,180,-55
/content/star-images/stars-1820.png,180,-50
/content/star-images/stars-264.png,180,-45
/content/star-images/stars-112.png,180,-40
/content/star-images/stars-743.png,180,-35
/content/star-images/stars-634.png,180,-30
/content/star-images/stars-1777.png,180,-25
/content/star-images/stars-781.png,180,-20
/content/star-images/stars-106.png,180,-15
/content/star-images/stars-1765.png,180,-10
/content/star-images/stars-219.png,180,-5
/content/star-images/stars-1877.png,180,0
/content/star-images/stars-807.png,180,5
/content/star-images/stars-1717.png,180,10
/content/star-images/stars-158.png,180,15
/content/star-images/stars-235.png,180,20
/content/star-images/stars-2051.png,180,25
/content/star-images/stars-2012.png,180,30
/content/star-images/stars-1697.png,180,35
/content/star-images/stars-2266.png,180,40
/content/star-images/stars-1735.png,180,45
/content/star-images/stars-725.png,180,50
/content/star-images/stars-1742.png,180,55
/content/star-images/stars-394.png,180,60
/content/star-images/stars-1153.png,180,65
/content/star-images/stars-1407.png,180,70
/content/star-images/stars-1720.png,180,75
/content/star-images/stars-1887.png,180,80
/content/star-images/stars-2493.png,180,85
/content/star-images/stars-2574.png,185,-90
/content/star-images/stars-1021.png,185,-85
/content/star-images/stars-2407.png,185,-80
/content/star-images/stars-2499.png,185,-75
/content/star-images/stars-1580.png,185,-70
/content/star-images/stars-1206.png,185,-65
/content/star-images/stars-1976.png,185,-60
/content/star-images/stars-2147.png,185,-55
/content/star-images/stars-1409.png,185,-50
/content/star-images/stars-682.png,185,-45
/content/star-images/stars-1421.png,185,-40
/content/star-images/stars-2115.png,185,-35
/content/star-images/stars-1883.png,185,-30
/content/star-images/stars-2173.png,185,-25
/content/star-images/stars-1524.png,185,-20
/content/star-images/stars-1412.png,185,-15
/content/star-images/stars-1357.png,185,-10
/content/star-images/stars-1449.png,185,-5
/content/star-images/stars-909.png,185,0
/content/star-images/stars-677.png,185,5
/content/star-images/stars-995.png,185,10
/content/star-images/stars-167.png,185,15
/content/star-images/stars-2441.png,185,20
/content/star-images/stars-2232.png,185,25
/content/star-images/stars-1928.png,185,30
/content/star-images/stars-2326.png,185,35
/content/star-images/stars-891.png,185,40
/content/star-images/stars-1872.png,185,45
/content/star-images/stars-850.png,185,50
/content/star-images/stars-597.png,185,55
/content/star-images/stars-2564.png,185,60
/content/star-images/stars-1569.png,185,65
/content/star-images/stars-1054.png,185,70
/content/star-images/stars-2369.png,185,75
/content/star-images/stars-924.png,185,80
/content/star-images/stars-798.png,185,85
/content/star-images/stars-480.png,190,-90
/content/star-images/stars-185.png,190,-85
/content/star-images/stars-1330.png,190,-80
/content/star-images/stars-1784.png,190,-75
/content/star-images/stars-888.png,190,-70
/content/star-images/stars-1404.png,190,-65
/content/star-images/stars-284.png,190,-60
/content/star-images/stars-1677.png,190,-55
/content/star-images/stars-849.png,190,-50
/content/star-images/stars-037.png,190,-45
/content/star-images/stars-1843.png,190,-40
/content/star-images/stars-1132.png,190,-35
/content/star-images/stars-2548.png,190,-30
/content/star-images/stars-1109.png,190,-25
/content/star-images/stars-2328.png,190,-20
/content/star-images/stars-1800.png,190,-15
/content/star-images/stars-1477.png,190,-10
/content/star-images/stars-1918.png,190,-5
/content/star-images/stars-221.png,190,0
/content/star-images/stars-061.png,190,5
/content/star-images/stars-2553.png,190,10
/content/star-images/stars-1696.png,190,15
/content/star-images/stars-802.png,190,20
/content/star-images/stars-1359.png,190,25
/content/star-images/stars-2236.png,190,30
/content/star-images/stars-1790.png,190,35
/content/star-images/stars-2482.png,190,40
/content/star-images/stars-2379.png,190,45
/content/star-images/stars-1351.png,190,50
/content/star-images/stars-388.png,190,55
/content/star-images/stars-384.png,190,60
/content/star-images/stars-1665.png,190,65
/content/star-images/stars-473.png,190,70
/content/star-images/stars-674.png,190,75
/content/star-images/stars-2519.png,190,80
/content/star-images/stars-2139.png,190,85
/content/star-images/stars-489.png,195,-90
/content/star-images/stars-735.png,195,-85
/content/star-images/stars-1034.png,195,-80
/content/star-images/stars-1293.png,195,-75
/content/star-images/stars-1423.png,195,-70
/content/star-images/stars-2097.png,195,-65
/content/star-images/stars-057.png,195,-60
/content/star-images/stars-212.png,195,-55
/content/star-images/stars-628.png,195,-50
/content/star-images/stars-1188.png,195,-45
/content/star-images/stars-1289.png,195,-40
/content/star-images/stars-1789.png,195,-35
/content/star-images/stars-1649.png,195,-30
/content/star-images/stars-1288.png,195,-25
/content/star-images/stars-083.png,195,-20
/content/star-images/stars-008.png,195,-15
/content/star-images/stars-2403.png,195,-10
/content/star-images/stars-1847.png,195,-5
/content/star-images/stars-1874.png,195,0
/content/star-images/stars-2442.png,195,5
/content/star-images/stars-1570.png,195,10
/content/star-images/stars-1714.png,195,15
/content/star-images/stars-2477.png,195,20
/content/star-images/stars-1006.png,195,25
/content/star-images/stars-1775.png,195,30
/content/star-images/stars-1561.png,195,35
/content/star-images/stars-826.png,195,40
/content/star-images/stars-345.png,195,45
/content/star-images/stars-737.png,195,50
/content/star-images/stars-1989.png,195,55
/content/star-images/stars-1294.png,195,60
/content/star-images/stars-1922.png,195,65
/content/star-images/stars-267.png,195,70
/content/star-images/stars-127.png,195,75
/content/star-images/stars-455.png,195,80
/content/star-images/stars-2583.png,195,85
/content/star-images/stars-1390.png,200,-90
/content/star-images/stars-1089.png,200,-85
/content/star-images/stars-902.png,200,-80
/content/star-images/stars-312.png,200,-75
/content/star-images/stars-2416.png,200,-70
/content/star-images/stars-1562.png,200,-65
/content/star-images/stars-1131.png,200,-60
/content/star-images/stars-1381.png,200,-55
/content/star-images/stars-370.png,200,-50
/content/star-images/stars-2294.png,200,-45
/content/star-images/stars-1926.png,200,-40
/content/star-images/stars-1243.png,200,-35
/content/star-images/stars-295.png,200,-30
/content/star-images/stars-2081.png,200,-25
/content/star-images/stars-2357.png,200,-20
/content/star-images/stars-660.png,200,-15
/content/star-images/stars-461.png,200,-10
/content/star-images/stars-945.png,200,-5
/content/star-images/stars-1962.png,200,0
/content/star-images/stars-2177.png,200,5
/content/star-images/stars-1476.png,200,10
/content/star-images/stars-207.png,200,15
